Survived,Pclass,Sex,Age,Parch,Fare,Embarked,NameLength,HasCabin,FamilySize,IsAlone,CategoricalFare,CategoricalAge,Title
0,3,1,47,0,7.25,S,26,0,1,1,0,4,3
0,3,0,43,2,7.75,Q,18,0,3,0,0,4,4
0,2,1,37,0,26.0,S,23,0,2,0,2,3,3
0,3,1,36,1,24.15,S,27,0,3,0,2,3,3
1,2,0,27,0,33.0,S,26,0,1,1,3,2,4
0,3,1,49,0,0.0,S,19,0,1,1,0,4,3
0,3,1,28,0,7.225,C,17,0,1,1,0,2,3
1,1,1,49,0,56.9292,C,44,1,2,0,3,4,4
1,2,0,24,1,27.0,S,51,0,4,0,2,1,2
0,3,1,22,0,7.8958,S,20,0,1,1,0,1,3
0,1,1,17,0,42.4,S,25,0,1,1,3,0,3
0,3,1,44,0,8.05,S,25,0,1,1,1,4,3
1,1,1,35,0,26.55,C,31,0,1,1,2,3,3
0,3,1,36,0,15.55,S,29,0,2,0,2,3,3
0,3,1,30,0,7.8958,S,17,0,1,1,0,2,3
1,1,1,27,0,30.5,S,27,0,1,1,2,2,3
1,2,0,22,2,41.5792,C,53,0,4,0,3,1,2
1,1,0,40,0,153.4625,S,25,1,1,1,3,3,4
0,3,0,39,5,31.275,S,57,0,7,0,3,3,2
0,3,1,42,0,7.05,S,21,0,1,1,0,4,3
1,3,0,37,0,15.5,Q,27,0,2,0,2,3,4
0,3,1,38,0,7.75,Q,16,0,1,1,0,3,3
0,3,1,35,0,8.05,S,31,0,1,1,1,3,3
1,2,0,24,2,65.0,S,19,0,4,0,3,1,4
0,3,1,34,1,14.4,S,25,0,3,0,1,3,3
0,3,0,26,0,16.1,S,47,0,2,0,2,2,2
1,2,0,4,1,39.0,S,27,1,4,0,3,0,4
0,2,1,26,0,10.5,S,19,0,1,1,1,2,3
0,3,1,27,0,14.4542,C,19,0,2,0,1,2,3
1,1,1,42,0,52.5542,S,28,1,2,0,3,4,3
1,3,1,20,1,15.7417,C,16,0,3,0,2,1,3
0,3,1,21,0,7.8542,S,27,0,1,1,0,1,3
0,3,1,21,0,16.1,S,27,0,1,1,2,1,3
0,1,1,61,0,32.3208,S,21,1,1,1,3,4,3
0,2,1,57,0,12.35,Q,30,0,1,1,1,4,4
1,1,0,21,0,77.9583,S,29,1,1,1,3,1,4
0,3,1,26,0,7.8958,S,25,0,1,1,0,2,3
0,3,1,17,0,7.7333,Q,24,0,1,1,0,0,3
1,1,1,80,0,30.0,S,36,1,1,1,2,4,3
0,3,1,51,0,7.0542,S,27,0,1,1,0,4,3
1,1,1,32,0,30.5,C,25,1,1,1,2,3,4
0,1,1,35,0,0.0,S,29,0,1,1,0,3,3
0,3,0,9,2,27.9,S,18,0,6,0,2,0,4
1,2,0,28,0,13.0,S,17,0,1,1,1,2,4
0,3,1,32,0,7.925,S,26,0,1,1,1,3,3
0,2,1,31,1,26.25,S,19,0,3,0,2,2,3
0,3,0,41,5,39.6875,S,38,0,6,0,3,4,2
0,3,1,21,0,16.1,S,26,0,2,0,2,1,3
0,3,1,20,0,7.8542,S,22,0,1,1,0,1,3
1,1,0,24,0,69.3,C,20,1,1,1,3,1,1
0,3,0,2,2,27.9,S,29,0,6,0,2,0,4
1,3,1,15,0,56.4958,S,15,0,1,1,3,0,3
1,3,0,0,1,19.2583,C,22,0,4,0,2,0,4
1,1,1,48,0,76.7292,C,25,1,2,0,3,4,3
0,3,1,19,0,7.8958,S,17,0,1,1,0,0,3
1,1,1,56,0,35.5,C,35,1,1,1,3,4,4
0,3,1,35,0,7.55,S,18,0,1,1,0,3,3
1,3,0,23,0,7.55,S,31,0,1,1,0,1,4
0,3,1,26,0,7.8958,S,17,0,1,1,0,2,3
1,2,0,18,1,23.0,S,19,0,2,0,2,0,4
0,3,1,21,0,8.4333,S,30,0,1,1,1,1,3
1,3,0,16,0,7.8292,Q,29,0,1,1,0,0,4
0,3,0,18,0,6.75,Q,28,0,1,1,0,0,4
0,2,1,24,0,73.5,S,25,0,3,0,3,1,3
0,3,1,19,0,7.8958,S,21,0,1,1,0,0,3
0,3,0,32,1,15.5,Q,29,0,3,0,2,3,2
0,2,1,23,0,13.0,S,28,0,1,1,1,1,3
0,1,1,58,2,113.275,C,26,1,3,0,3,4,3
1,1,1,50,0,133.65,S,29,0,3,0,3,4,4
0,3,1,40,0,7.225,C,17,0,1,1,0,3,3
0,1,1,47,0,25.5875,S,26,1,1,1,2,4,3
0,3,1,36,0,7.4958,S,16,0,1,1,0,3,3
1,3,1,20,0,7.925,S,27,0,2,0,1,1,3
0,2,1,32,0,73.5,S,18,0,3,0,3,3,3
0,2,1,25,0,13.0,S,27,0,1,1,1,1,3
0,3,1,37,0,7.775,S,26,0,1,1,0,3,3
0,3,1,43,0,8.05,S,15,0,1,1,1,4,3
1,1,0,42,0,52.0,S,49,1,2,0,3,4,2
1,2,0,40,1,39.0,S,61,0,3,0,3,3,2
0,1,1,31,0,52.0,S,22,1,2,0,3,2,3
0,2,1,70,0,10.5,S,27,0,1,1,1,4,3
1,2,1,31,0,13.0,S,21,0,1,1,1,2,3
0,2,1,20,0,0.0,S,26,0,1,1,0,1,3
0,3,1,18,0,7.775,S,30,0,1,1,0,0,3
0,3,1,24,0,8.05,S,29,0,1,1,1,1,3
1,3,0,18,0,9.8417,S,23,0,1,1,1,0,4
0,3,0,43,6,46.9,S,39,0,8,0,3,4,2
1,1,1,36,1,512.3292,C,34,1,2,0,3,3,3
0,3,0,40,0,8.1375,Q,19,0,1,1,1,3,4
1,1,1,27,0,76.7292,C,18,1,1,1,3,2,3
0,3,1,20,0,9.225,S,27,0,1,1,1,1,3
0,3,1,14,2,46.9,S,27,0,8,0,3,0,3
0,2,1,60,1,39.0,S,33,0,3,0,3,4,3
0,2,1,25,2,41.5792,C,38,0,4,0,3,1,3
0,3,1,14,1,39.6875,S,24,0,6,0,3,0,3
0,3,1,19,0,10.1708,S,17,0,1,1,1,0,3
0,3,1,18,0,7.7958,S,31,0,1,1,0,0,3
1,1,0,15,1,211.3375,S,33,1,2,0,3,0,4
1,1,1,31,0,57.0,S,23,1,2,0,3,2,3
1,3,0,4,1,13.4167,C,18,0,2,0,1,0,4
1,3,1,26,0,56.4958,S,12,0,1,1,3,2,3
0,3,1,25,0,7.225,C,16,0,1,1,0,1,3
0,1,1,60,0,26.55,S,15,0,1,1,2,4,4
0,2,1,52,0,13.5,S,26,0,1,1,1,4,3
0,3,1,44,0,8.05,S,16,0,1,1,1,4,3
1,3,0,29,0,7.7333,Q,32,0,1,1,0,2,4
0,1,1,49,1,110.8833,C,24,1,3,0,3,4,3
0,3,1,42,0,7.65,S,40,1,1,1,0,4,3
1,1,0,18,0,227.525,C,49,1,2,0,3,0,2
1,1,1,35,0,26.2875,S,32,1,1,1,2,3,3
0,3,0,18,1,14.4542,C,21,0,2,0,1,0,4
0,3,1,25,0,7.7417,Q,21,0,1,1,0,1,3
0,3,1,26,0,7.8542,S,23,0,2,0,0,2,3
0,2,1,39,0,26.0,S,46,0,1,1,2,3,3
1,2,0,45,0,13.5,S,29,0,1,1,1,4,2
1,1,1,42,0,26.2875,S,33,1,1,1,2,4,3
1,1,0,22,0,151.55,S,20,0,1,1,3,1,4
1,3,1,27,1,15.2458,C,49,0,3,0,2,2,4
1,1,0,24,0,49.5042,C,48,1,1,1,3,1,1
0,1,1,39,0,26.55,S,18,1,1,1,2,3,3
1,1,1,48,0,52.0,S,24,1,2,0,3,4,3
0,3,1,29,0,9.4833,S,26,0,1,1,1,2,3
0,2,1,52,0,13.0,S,21,0,1,1,1,4,3
0,3,1,19,0,7.65,S,42,1,1,1,0,0,3
1,1,0,38,0,227.525,C,29,1,1,1,3,3,4
1,2,0,27,0,10.5,S,35,1,1,1,1,2,4
0,3,1,15,0,15.5,Q,19,0,1,1,2,0,3
0,3,1,33,0,7.775,S,28,0,1,1,0,3,3
1,2,0,6,1,33.0,S,33,0,2,0,3,0,4
0,3,1,17,0,7.0542,S,25,0,2,0,0,0,3
0,2,1,34,0,13.0,S,28,0,1,1,1,3,3
0,2,1,50,0,13.0,S,23,0,1,1,1,4,3
1,1,1,27,0,53.1,S,29,1,2,0,3,2,3
0,3,1,20,0,8.6625,S,19,0,1,1,1,1,3
1,2,0,30,0,21.0,S,43,0,4,0,2,2,2
1,3,0,34,0,7.7375,Q,24,0,1,1,0,3,4
0,2,1,25,0,26.0,S,31,0,2,0,2,1,3
0,3,0,25,0,7.925,S,29,0,2,0,1,1,4
1,1,0,29,0,211.3375,S,29,1,1,1,3,2,4
0,3,1,11,0,18.7875,C,24,0,1,1,2,0,3
0,2,1,37,0,0.0,S,20,0,1,1,0,3,3
0,2,1,23,0,13.0,S,26,0,1,1,1,1,3
0,2,1,23,0,13.0,S,28,0,1,1,1,1,3
0,3,1,28,0,16.1,S,20,0,1,1,2,2,3
0,3,0,48,3,34.375,S,39,0,5,0,3,4,2
1,1,1,35,0,512.3292,C,22,1,1,1,3,3,3
0,3,1,35,0,7.8958,S,18,0,1,1,0,3,3
0,3,1,25,0,7.8958,S,18,0,1,1,0,1,3
1,1,1,19,0,30.0,S,27,1,1,1,2,0,3
0,1,1,36,0,78.85,S,29,1,2,0,3,3,3
1,1,0,21,2,262.375,C,37,1,5,0,3,1,4
0,3,1,24,0,16.1,S,17,0,2,0,2,1,3
1,3,1,31,0,7.925,S,18,0,1,1,1,2,3
0,1,1,70,1,71.0,S,28,1,3,0,3,4,4
0,3,1,16,1,20.25,S,27,0,3,0,2,0,3
1,2,0,30,0,13.0,S,21,0,1,1,1,2,4
0,1,1,19,0,53.1,S,25,1,2,0,3,0,3
0,3,1,31,0,7.75,Q,23,0,1,1,0,2,3
1,2,0,4,1,23.0,S,17,0,3,0,2,0,4
1,3,1,6,1,12.475,S,19,1,2,0,1,0,4
0,3,1,33,0,9.5,S,32,0,1,1,1,3,3
0,3,1,23,0,7.8958,S,18,0,1,1,0,1,3
1,2,0,48,2,65.0,S,32,0,4,0,3,4,2
1,2,1,0,1,14.5,S,25,0,3,0,2,0,4
0,3,1,28,0,7.7958,S,28,0,1,1,0,2,3
0,2,1,18,0,11.5,S,24,0,1,1,1,0,3
0,3,1,34,0,8.05,S,28,0,1,1,1,3,3
1,1,0,33,0,86.5,S,56,1,1,1,3,3,4
0,3,1,43,0,14.5,S,18,0,1,1,2,4,3
0,3,1,41,0,7.125,S,30,0,1,1,0,4,3
1,3,1,20,0,7.2292,C,21,0,1,1,0,1,3
1,1,0,36,2,120.0,S,41,1,4,0,3,3,2
0,3,1,16,0,7.775,S,22,0,1,1,0,0,3
1,1,0,51,0,77.9583,S,36,1,2,0,3,4,2
0,1,1,28,0,39.6,C,25,0,1,1,3,2,4
0,3,0,30,0,7.75,Q,18,0,1,1,0,2,4
0,3,1,39,0,24.15,Q,19,0,2,0,2,3,3
0,3,1,32,0,8.3625,S,32,0,1,1,1,3,3
0,3,1,24,0,9.5,S,22,0,1,1,1,1,3
0,3,1,48,0,7.8542,S,23,0,1,1,0,4,3
0,2,0,57,0,10.5,S,17,1,1,1,1,4,2
0,3,1,38,0,7.225,C,15,0,1,1,0,3,3
1,2,0,54,3,23.0,S,37,0,5,0,2,4,2
0,3,1,18,0,7.75,S,39,0,1,1,0,0,3
0,3,1,16,0,7.75,Q,16,1,1,1,0,0,3
1,3,0,5,0,12.475,S,29,0,1,1,1,0,4
0,3,1,21,0,7.7375,Q,23,0,1,1,0,1,3
1,1,0,43,1,211.3375,S,53,1,2,0,3,4,2
1,3,0,13,0,7.2292,C,20,0,1,1,0,0,4
1,1,0,17,0,57.0,S,41,1,2,0,3,0,2
0,1,1,29,0,30.0,S,22,1,1,1,2,2,3
0,3,1,24,2,23.45,S,22,0,4,0,2,1,3
0,3,1,25,0,7.05,S,16,0,1,1,0,1,3
0,3,1,25,0,7.25,S,34,0,1,1,0,1,3
1,3,0,18,0,7.4958,S,25,0,1,1,0,0,4
0,3,1,8,1,29.125,Q,25,0,6,0,2,0,4
1,3,1,1,2,20.575,S,26,0,4,0,2,0,4
0,1,1,46,0,79.2,C,24,1,1,1,3,4,3
0,3,1,18,0,7.75,Q,24,0,1,1,0,0,3
0,2,1,16,0,26.0,S,19,0,1,1,2,0,3
0,3,0,19,2,69.55,S,23,0,11,0,3,0,4
0,1,1,34,0,30.6958,C,24,0,1,1,2,3,3
0,3,1,25,0,7.8958,S,21,0,1,1,0,1,3
0,2,1,39,0,13.0,S,18,0,1,1,1,3,3
1,1,0,49,0,25.9292,S,27,1,1,1,2,4,4
1,3,0,31,0,8.6833,S,16,0,1,1,1,2,2
0,3,1,30,0,7.2292,C,28,0,1,1,0,2,3
0,3,0,30,1,24.15,S,52,0,3,0,2,2,2
0,2,1,34,0,13.0,S,20,0,1,1,1,3,3
1,2,0,31,1,26.25,S,43,0,3,0,2,2,2
1,1,1,11,2,120.0,S,35,1,4,0,3,0,4
1,3,1,0,1,8.5167,C,31,0,2,0,1,0,4
1,3,1,27,0,6.975,S,23,0,1,1,0,2,3
0,3,1,31,0,7.775,S,25,0,1,1,0,2,3
0,1,1,39,0,0.0,S,22,1,1,1,0,3,3
0,3,0,18,0,7.775,S,31,0,1,1,0,0,4
0,2,1,39,0,13.0,S,17,0,1,1,1,3,3
1,1,0,33,0,53.1,S,46,1,2,0,3,3,2
0,3,1,26,0,7.8875,S,22,0,1,1,0,2,3
0,3,1,39,0,24.15,S,17,0,1,1,2,3,3
0,2,1,35,0,10.5,S,25,0,1,1,1,3,3
0,3,0,6,2,31.275,S,34,0,7,0,3,0,4
0,3,1,30,0,8.05,S,26,0,1,1,1,2,3
0,1,1,19,0,0.0,S,16,1,1,1,0,0,3
0,3,0,23,0,7.925,S,28,0,1,1,1,1,4
0,2,1,31,1,37.0042,C,18,0,3,0,3,2,3
0,3,1,43,0,6.45,S,32,0,1,1,0,4,3
0,3,1,10,2,27.9,S,28,0,6,0,2,0,4
1,1,0,52,1,93.5,S,50,1,3,0,3,4,2
1,3,1,27,0,8.6625,S,17,0,1,1,1,2,3
0,1,1,38,0,0.0,S,31,0,1,1,0,3,4
1,3,0,27,1,12.475,S,18,1,2,0,1,2,2
0,3,1,2,1,39.6875,S,28,0,6,0,3,0,4
0,3,1,32,0,6.95,Q,15,0,1,1,0,3,3
0,3,1,15,0,56.4958,S,12,0,1,1,3,0,3
1,2,1,1,2,37.0042,C,21,0,3,0,3,0,4
1,3,1,26,0,7.75,Q,28,0,1,1,0,2,3
1,1,0,62,0,80.0,S,41,1,1,1,3,4,2
1,3,0,15,0,14.4542,C,39,0,2,0,1,0,2
1,2,1,0,1,18.75,S,31,0,3,0,2,0,4
0,3,1,21,0,7.2292,C,14,0,1,1,0,1,3
0,3,1,23,0,7.8542,S,22,0,1,1,0,1,3
0,3,1,18,0,8.3,S,22,0,1,1,1,0,3
1,1,0,39,1,83.1583,C,27,1,3,0,3,3,4
0,3,1,21,0,8.6625,S,16,0,1,1,1,1,3
0,3,1,41,0,8.05,S,19,0,1,1,1,4,3
1,3,1,32,0,56.4958,S,15,0,1,1,3,3,3
1,1,1,40,0,29.7,C,20,1,1,1,2,3,3
0,3,1,20,0,7.925,S,27,0,1,1,1,1,3
0,2,1,16,0,10.5,S,24,0,1,1,1,0,3
1,1,0,30,0,31.0,C,23,0,1,1,2,2,4
0,3,1,34,0,6.4375,C,26,0,1,1,0,3,3
0,3,1,17,0,8.6625,S,19,0,1,1,1,0,3
0,3,1,42,0,7.55,S,19,0,1,1,0,4,3
0,3,1,36,2,69.55,S,24,0,11,0,3,3,3
0,3,1,35,0,7.8958,C,18,0,1,1,0,3,3
0,2,1,28,1,33.0,S,17,0,2,0,3,2,4
1,1,0,39,0,89.1042,C,44,1,2,0,3,3,2
0,3,1,4,2,31.275,S,39,0,7,0,3,0,4
0,3,1,74,0,7.775,S,19,0,1,1,0,4,3
0,3,0,9,1,15.2458,C,23,0,3,0,2,0,4
1,1,0,16,1,39.4,S,25,1,2,0,3,0,4
0,2,0,44,0,26.0,S,45,0,2,0,2,4,2
1,3,0,18,1,9.35,S,26,0,2,0,1,0,2
1,1,0,45,1,164.8667,S,42,0,3,0,3,4,2
1,1,1,51,0,26.55,S,22,1,1,1,2,4,3
1,3,0,24,3,19.2583,C,37,0,4,0,2,1,2
0,3,1,40,0,7.2292,C,16,0,1,1,0,3,3
0,3,1,41,0,14.1083,S,23,0,3,0,1,4,3
0,2,1,21,0,11.5,S,27,0,2,0,1,1,3
1,1,0,48,0,25.9292,S,51,1,1,1,2,4,2
0,3,0,36,2,69.55,S,33,0,11,0,3,3,4
0,2,1,24,0,13.0,S,22,0,1,1,1,1,3
1,2,0,42,0,13.0,S,24,0,1,1,1,4,2
1,2,0,27,0,13.8583,C,28,0,2,0,1,2,4
0,1,1,31,0,50.4958,S,36,1,1,1,3,2,3
0,3,1,21,0,9.5,S,27,0,1,1,1,1,3
1,3,1,4,1,11.1333,S,31,0,3,0,1,0,4
0,3,1,26,0,7.8958,S,17,0,1,1,0,2,3
1,1,0,47,1,52.5542,S,48,1,3,0,3,4,2
0,1,1,33,0,5.0,S,24,1,1,1,0,3,3
0,3,1,47,0,9.0,S,27,0,1,1,1,4,3
1,2,0,28,0,24.0,C,37,0,2,0,2,2,2
1,3,0,15,0,7.225,C,32,0,1,1,0,0,4
0,3,1,20,0,9.8458,S,29,0,1,1,1,1,3
0,3,1,19,0,7.8958,S,20,0,1,1,0,0,3
0,3,1,43,0,7.8958,S,18,0,1,1,0,4,3
1,1,0,56,1,83.1583,C,45,1,2,0,3,4,2
1,2,0,25,1,26.0,S,44,0,2,0,2,1,2
0,3,1,33,0,7.8958,S,18,0,1,1,0,3,3
0,3,0,22,0,10.5167,S,28,0,1,1,1,1,4
0,2,1,28,0,10.5,S,29,0,1,1,1,2,3
0,3,1,25,0,7.05,S,22,0,1,1,0,1,3
0,3,0,39,5,29.125,Q,36,0,6,0,2,3,2
0,2,1,27,0,13.0,S,21,0,1,1,1,2,4
1,1,0,19,0,30.0,S,28,1,1,1,2,0,4
0,3,0,28,2,23.45,S,40,0,4,0,2,2,4
1,1,1,26,0,30.0,C,21,1,1,1,2,2,3
0,3,1,32,0,7.75,Q,19,0,1,1,0,3,3
